GX304-1_55058,3-5keV,5-12keV,12-20keV
55371.687315,-0.00365169,0.00524345,0.0095843,0.0125866,0.00179372,0.0569507
55374.643565,-0.00318352,0.00655431,0.00531178,0.0142032,-0.0704036,0.0533632
55375.658540,-0.00252809,0.00430712,0.000923788,0.00842956,-0.00493274,0.0340807
55376.613890,-0.000468165,0.00477528,0.00866051,0.0112009,0.0152466,0.0439462
55377.599035,-9.3633e-05,0.00477528,0.00230947,0.0103926,0.00269058,0.0390135
55378.584155,-0.00280899,0.00543071,0.00196305,0.01097,-0.0058296,0.044843
55379.537415,0.00477528,0.00533708,-0.0132794,0.01097,-0.0161435,0.0426009
55380.522390,-0.00102996,0.00440075,0.000808314,0.0100462,-0.0439462,0.0367713
55381.507195,-0.00430712,0.00543071,0.0136259,0.0115473,-0.0147982,0.0439462
55382.523800,0.00496255,0.00402622,0.00323326,0.00889145,-0.0183857,0.0336323
55383.508415,-0.00318352,0.00430712,0.0137413,0.0103926,-0.0412556,0.0363229
55384.619930,-0.00355805,0.00355805,-0.00230947,0.00796767,0.0147982,0.029148
55385.636025,-0.000655431,0.00271536,-0.00184758,0.00612009,-0.0058296,0.02287
55386.239300,-0.00280899,0.00440075,-0.00300231,0.0100462,-0.0103139,0.0363229
55389.731215,0.00205993,0.00308989,0.00415704,0.00681293,-0.0367713,0.0242152
55390.493130,0.00421348,0.00234082,-0.00034642,0.00484988,-0.0174888,0.0170404
55391.509050,0.00243446,0.00234082,-0.00115473,0.00496536,0.0058296,0.0179372
55392.493340,-9.3633e-05,0.00234082,-0.00196305,0.0051963,-0.0242152,0.0183857
55393.477935,0.00299625,0.00252809,-0.00508083,0.00508083,-0.0224215,0.0188341
55394.558410,0.00271536,0.00252809,0.00473441,0.00531178,0.00403587,0.0192825
55395.543800,0.000187266,0.00271536,0.00323326,0.00577367,0.00403587,0.0206278
55396.561155,0.00383895,0.00271536,0.00461894,0.0056582,0.0170404,0.0206278
55397.514945,0.00299625,0.00271536,-0.00150115,0.00577367,0.00358744,0.0210762
55398.532380,0.00093633,0.00290262,-0.00161663,0.0056582,0,0.0206278
55399.486305,0.00318352,0.00271536,0.00277136,0.00554273,-0.0107623,0.0201794
55400.447395,-0.00102996,0.00262172,0.00115473,0.00577367,-0.0192825,0.0206278
55401.457860,-0.00252809,0.00271536,0.00484988,0.0056582,-0.0183857,0.0197309
55402.419045,0.00131086,0.00290262,-0.00207852,0.00577367,0.00403587,0.0210762
55403.429525,0.00149813,0.00280899,0.0121247,0.00588915,-0.0112108,0.0197309
55404.358970,-0.00280899,0.00617978,-0.00161663,0.0142032,-0.00269058,0.0542601
55405.408590,-0.000561798,0.0071161,0.0114319,0.0145497,-0.0139013,0.0556054
55406.514545,0.000655431,0.00262172,0.00635104,0.00542725,0.00044843,0.0197309
55407.373290,-0.00131086,0.00299625,0.00796767,0.00658199,-0.0121076,0.0233184
55408.486485,0.00234082,0.00234082,-0.00127021,0.0051963,-0.0143498,0.0201794
55409.504270,0.00177903,0.00234082,0.00727483,0.00508083,-0.0327354,0.0197309
55410.522045,0.000655431,0.00224719,0.00150115,0.00484988,-0.0210762,0.0188341
55411.508025,0.00121723,0.00234082,0.000808314,0.00496536,0,0.0192825
55412.494035,0.00318352,0.00234082,0.00981524,0.00496536,-0.00134529,0.0183857
55413.511840,0.00926966,0.00262172,0.0323326,0.00542725,-0.00134529,0.0179372
55414.497825,0.0279963,0.00318352,0.0566975,0.00588915,0.0493274,0.0188341
55415.483810,0.0299625,0.00299625,0.0696305,0.00577367,0.0349776,0.0179372
55416.501605,0.0383895,0.00327715,0.102771,0.00623557,0.0865471,0.0188341
55417.519380,0.068633,0.00383895,0.176097,0.0073903,0.17713,0.0201794
55418.505340,0.132491,0.00514981,0.332102,0.00935335,0.30852,0.0237668
55419.491290,0.165356,0.00543071,0.474827,0.0102771,0.564126,0.026009
55420.477240,0.179213,0.00589888,0.519169,0.0110855,0.558296,0.0273543
55421.494970,0.195412,0.00599251,0.581062,0.0116628,0.682063,0.029148
55422.480895,0.253745,0.00655431,0.725058,0.0123557,0.75157,0.029148
55423.498610,0.28867,0.00702247,0.780831,0.012933,0.868161,0.0309417
55424.516295,0.2603,0.00692884,0.81709,0.0135104,1.0278,0.0331839
55425.502165,0.234925,0.00720974,0.648845,0.0133949,0.747534,0.0327354
55426.487940,0.29382,0.0071161,0.797921,0.0132794,0.865471,0.0318386
55427.505850,0.279401,0.00720974,0.775058,0.0135104,0.878027,0.0331839
55428.492170,0.205712,0.00655431,0.5194,0.0118938,0.570404,0.0295964
55429.478470,0.186798,0.00608614,0.564088,0.0117783,0.608072,0.0295964
55430.496535,0.184831,0.00617978,0.451963,0.0113164,0.447982,0.0282511
55431.514595,0.136798,0.00599251,0.361201,0.0112009,0.344843,0.0286996
55432.500800,0.13427,0.00617978,0.316628,0.0110855,0.240807,0.0286996
55433.486980,0.0805243,0.00505618,0.230485,0.00993072,0.259641,0.029148
55434.409510,0.102996,0.00720974,0.188915,0.0118938,0.18296,0.0345291
55435.650085,0.0251873,0.00486891,0.0983834,0.0105081,0.0641256,0.0345291
55436.604355,0.058427,0.00692884,0.0916859,0.0122402,0.0125561,0.0381166
55437.590405,0.0224719,0.00486891,0.0421478,0.00969977,0.0345291,0.0358744
55438.576400,0.00964419,0.00477528,0.026097,0.0108545,0.0215247,0.0408072
55439.530445,0.00383895,0.00449438,0.0174365,0.0101617,-0.0156951,0.044843
55440.548265,0.00159176,0.00496255,0.0155889,0.01097,0.0295964,0.0430493
55441.502365,0.0120787,0.00580524,0.0142032,0.0115473,0.0654709,0.044843
55443.474025,0.0135768,0.00617978,-0.0123557,0.0116628,-0.0300448,0.0452915
55444.459795,0.00533708,0.00599251,0.00600462,0.0117783,0.0573991,0.0452915
55445.445475,0.000561798,0.00477528,0.0234411,0.0117783,-0.0179372,0.0376682
55446.431130,0.00355805,0.00571161,0.00727483,0.0110855,0.044843,0.044843
55447.384910,0.00224719,0.00533708,0.0073903,0.0114319,0.00179372,0.0443946
55448.370405,0.00224719,0.00524345,0.00981524,0.010739,0.0372197,0.0403587
55449.387615,0.00833333,0.00533708,0.0103926,0.0102771,0.0210762,0.0376682
55450.341155,0.000468165,0.00468165,0.0159353,0.0106236,0.000896861,0.0381166
55451.357970,0.00177903,0.00440075,0.0244804,0.0105081,-0.00717489,0.0381166
55452.343275,0.000842697,0.00411985,0.00138568,0.00889145,-0.0139013,0.0331839
55454.344835,0.00234082,0.00730337,0.023903,0.017552,-0.0825112,0.0573991
55456.537460,0.00393258,0.00252809,-0.00127021,0.00542725,-0.0201794,0.0206278
55457.522350,0.00271536,0.00243446,0.0039261,0.0051963,-0.0219731,0.0183857
55458.475405,0.00205993,0.00234082,0.0051963,0.0051963,-0.0242152,0.0183857
55459.491975,9.3633e-05,0.00234082,0.00427252,0.00496536,-0.00269058,0.0174888
55460.476800,0.00308989,0.00224719,0.00450346,0.00496536,-0.0215247,0.0179372
55461.461685,9.3633e-05,0.00234082,0.00669746,0.00508083,-0.0269058,0.0179372
55462.446685,0.00636704,0.00262172,-0.00658199,0.00508083,-0.0255605,0.0183857
55463.433765,0.00215356,0.00299625,0.00415704,0.00600462,0.00044843,0.0215247
55464.480350,-0.000749064,0.00290262,-0.00196305,0.00612009,0.0058296,0.0215247
55465.370175,-0.00177903,0.00280899,-0.000577367,0.00588915,0.0219731,0.0215247
55466.394295,0.00093633,0.00280899,-0.00311778,0.00554273,-0.0161435,0.0201794
55467.506925,0.000374532,0.00252809,0.00300231,0.0051963,0.0165919,0.0192825
55468.517160,0.00149813,0.00262172,-0.00265589,0.0051963,-0.0174888,0.0192825
55469.485035,0.00468165,0.00271536,0.0121247,0.0051963,-0.0264574,0.0192825
55470.495345,0.00355805,0.00252809,-0.00415704,0.00531178,-0.00044843,0.0197309
55471.512745,0.00421348,0.00252809,0.00311778,0.00508083,0.00986547,0.0192825
55472.523040,-0.000655431,0.00290262,-0.00184758,0.00646651,0.000896861,0.026009
55473.491205,0.00215356,0.00327715,0.0039261,0.00785219,0.00044843,0.0309417
55474.501535,0.000655431,0.00346442,-0.00438799,0.00692841,0.00538117,0.0269058
55475.511815,-0.00589888,0.00889513,0.00531178,0.0203233,0.0134529,0.0721973
55476.497460,-0.000749064,0.00308989,0.00542725,0.00635104,-0.0286996,0.0233184
55477.483270,0.000468165,0.00290262,-0.00207852,0.0056582,-0.00403587,0.0197309
55478.444275,-0.000468165,0.00290262,0.00207852,0.00623557,-0.029148,0.0246637
55479.518385,0.00224719,0.00234082,-0.000230947,0.0051963,-0.0103139,0.0206278
55480.504125,0.00224719,0.00234082,0.00542725,0.0051963,0.0408072,0.0201794
55481.235420,0.000280899,0.00290262,0.010739,0.00635104,-0.00493274,0.0242152
55482.698075,-0.00131086,0.00290262,0.0114319,0.00646651,-0.029148,0.02287
55483.492945,0.00468165,0.00271536,-0.00138568,0.0056582,-0.02287,0.0206278
55484.478890,0.000468165,0.00224719,0.00277136,0.00461894,-0.00941704,0.0170404
55485.496130,-0.000280899,0.00205993,-0.00103926,0.00450346,0.00538117,0.0170404
55486.513600,0.000468165,0.00205993,0.00242494,0.00450346,0.00224215,0.0165919
55487.499255,-0.000749064,0.00205993,0.00150115,0.00473441,-0.00896861,0.0170404
55488.484910,0.000749064,0.00290262,-0.0133949,0.00623557,-0.0201794,0.02287
55489.502365,0.00177903,0.00346442,0.00669746,0.00692841,-0.0152466,0.0242152
55490.519955,-0.00102996,0.00337079,-0.00831409,0.00692841,-0.00762332,0.0246637
55491.505785,-0.00252809,0.00374532,0.00404157,0.00796767,0.00044843,0.0273543
55492.427895,0.00140449,0.00290262,0.0039261,0.00635104,0.0121076,0.02287
55493.540895,-0.0011236,0.00234082,-0.00115473,0.00496536,-0.00403587,0.0183857
55494.494935,-0.000187266,0.00224719,0.00103926,0.00484988,-0.00313901,0.0183857
55495.480790,-0.000842697,0.00215356,0.00127021,0.00484988,0.0044843,0.0183857
55496.498365,0.000655431,0.00224719,0.00381062,0.00484988,-0.0331839,0.0179372
55497.515955,0.00262172,0.00234082,0.00207852,0.00496536,-0.0237668,0.0188341
55498.501720,0.00299625,0.00252809,0.0123557,0.0056582,-0.0278027,0.0206278
55499.487300,0.00149813,0.00234082,0.00161663,0.0051963,-0.0309417,0.0197309
55500.504655,9.3633e-05,0.00243446,0.000692841,0.00531178,-0.0273543,0.0192825
55501.522100,0.00505618,0.00234082,0.00381062,0.00531178,-0.0304933,0.0201794
55502.634870,-0.000374532,0.00262172,0.0105081,0.00612009,-0.032287,0.0233184
55503.620400,-0.000561798,0.00252809,0.00196305,0.00577367,-0.0264574,0.0233184
55504.510565,-0.00215356,0.00346442,0.00461894,0.00808314,0.0156951,0.0318386
55505.464240,0.00411985,0.00346442,-0.00357968,0.00762125,0.0192825,0.0309417
55506.449660,0.00411985,0.00393258,-0.00866051,0.00831409,0.026009,0.0340807
55507.403240,-0.00093633,0.00374532,0.00635104,0.00889145,-0.0112108,0.0336323
55508.388570,0.00346442,0.00468165,-0.00277136,0.0100462,0,0.0434978
55509.373825,0.00252809,0.00393258,0.00819861,0.00935335,-0.02287,0.0367713
55510.359035,0.00486891,0.00505618,-0.000577367,0.0106236,-0.0112108,0.0430493
55511.312415,-0.000842697,0.00468165,0.00969977,0.0103926,0.032287,0.0372197
55512.329265,-0.00533708,0.00646067,0.00773672,0.0190531,-0.0721973,0.0641256
55513.346090,-0.0256554,0.0177903,0.0400693,0.0444573,0.189686,0.179372
55514.299260,0.000468165,0.00421348,0.0146651,0.0108545,0.0309417,0.0421525
55515.284145,0.00477528,0.00655431,0.000461894,0.0130485,0.0363229,0.0497758
55516.237270,0.00093633,0.00543071,0.0152425,0.0122402,-0.032287,0.0439462
55517.222060,0.011985,0.0071161,0.0317552,0.0145497,-0.026009,0.0529148
55518.206780,0.00674157,0.00543071,-0.0034642,0.0106236,-0.0255605,0.0434978
55519.191405,0.00421348,0.00552434,0.00981524,0.0110855,0.0327354,0.038565
55520.175965,0.00215356,0.00589888,0.00762125,0.0115473,0.0116592,0.0452915
55521.160420,-0.000561798,0.00468165,0.0073903,0.0102771,-0.0103139,0.0381166
55522.144755,0.00561798,0.00411985,0.0121247,0.0091224,-0.00762332,0.0336323
55523.509940,0.00093633,0.00411985,-0.00577367,0.00808314,-0.0044843,0.0318386
55524.176610,-0.00149813,0.00393258,-0.00242494,0.0091224,-0.0237668,0.035426
55525.255875,-0.000468165,0.00346442,-0.00473441,0.00750577,0.00269058,0.0286996
55526.525230,0.00337079,0.00252809,-0.0034642,0.00531178,-0.0161435,0.0219731
55527.509935,-0.00093633,0.00215356,-0.000923788,0.00473441,0.0121076,0.0188341
55528.493920,0.00318352,0.00234082,-0.0039261,0.00473441,-0.00896861,0.0192825
55529.477810,0.00159176,0.00224719,-0.00196305,0.00427252,0.00807175,0.0170404
55530.239570,-0.00093633,0.00318352,0.00646651,0.00635104,-0.0197309,0.02287
55533.667765,-0.00449438,0.00280899,0.00554273,0.00635104,-0.00179372,0.0237668
55534.493260,0.000374532,0.00234082,0.00265589,0.00496536,0.0286996,0.0179372
55535.509295,0.00215356,0.00252809,0.00508083,0.00461894,-0.00179372,0.0174888
55536.493655,0.00486891,0.00271536,0.0198614,0.00542725,-0.00403587,0.0197309
55537.478075,0.00440075,0.00234082,0.0122402,0.00450346,0.00269058,0.0165919
55538.494315,0.00749064,0.00290262,0.0172055,0.00531178,-0.00717489,0.0188341
55539.510605,0.00599251,0.00280899,0.0252887,0.00531178,0.0264574,0.0179372
55540.495195,0.00889513,0.00308989,0.0165127,0.00554273,0.0255605,0.0188341
55541.479795,0.0319288,0.00383895,0.0803695,0.00692841,0.0757848,0.0206278
55542.496205,0.0270599,0.00411985,0.0963048,0.00796767,0.0632287,0.0215247
55543.512605,0.0462547,0.00486891,0.091224,0.00831409,0.102242,0.02287
55544.465485,0.0464419,0.00580524,0.104042,0.0100462,0.055157,0.0286996
55545.362055,0.0146067,0.00926966,0.0568129,0.0199769,0.0538117,0.0672646
55546.498360,0.0493446,0.0076779,0.101386,0.0133949,0.0560538,0.0426009
55547.514695,0.0405431,0.00477528,0.0844111,0.00819861,0.0520179,0.0242152
55548.499330,0.0661049,0.00505618,0.153695,0.00969977,0.154709,0.0282511
55549.484060,0.0715356,0.00421348,0.179099,0.00796767,0.167265,0.0242152
55550.500500,0.0631086,0.00411985,0.185566,0.00819861,0.169507,0.0237668
55551.516910,0.103371,0.00468165,0.267898,0.00866051,0.265919,0.0237668
55552.501735,0.142041,0.00552434,0.40843,0.0105081,0.421973,0.0269058
55553.487005,0.169663,0.00646067,0.523441,0.0127021,0.619731,0.0327354
55554.504400,0.142416,0.00533708,0.474827,0.010739,0.557399,0.0278027
55555.490005,0.190449,0.00608614,0.526328,0.0114319,0.573991,0.0286996
55556.507405,0.162172,0.00580524,0.532333,0.0114319,0.59417,0.0282511
55557.493010,0.181742,0.00571161,0.472517,0.0101617,0.479821,0.0251121
55558.510410,0.158614,0.00524345,0.453926,0.00993072,0.497309,0.0251121
55559.496055,0.115356,0.00477528,0.302079,0.00889145,0.312556,0.0233184
55560.481620,0.116105,0.00468165,0.280947,0.00842956,0.318834,0.02287
55561.498945,0.0632959,0.00365169,0.193187,0.00727483,0.157399,0.0201794
55562.516285,0.0754682,0.00402622,0.193187,0.00750577,0.229148,0.0215247
55563.501805,0.0290262,0.00318352,0.095612,0.00658199,0.0825112,0.0197309
55564.487300,0.0246255,0.00280899,0.0564665,0.00554273,0.0300448,0.0183857
55565.504570,0.00786517,0.00243446,0.0271363,0.00531178,0.0237668,0.0188341
55566.362880,0.0114232,0.00374532,0.0212471,0.00727483,0.00358744,0.026009
55567.507315,0.00983146,0.00308989,-0.00207852,0.00623557,0.00313901,0.0233184
55568.492715,0.0011236,0.00280899,0.00577367,0.00600462,-0.00852018,0.0233184
55569.509885,0.00355805,0.00280899,0.00542725,0.00600462,-0.0215247,0.0224215
55570.558815,0.00777154,0.00299625,0.00681293,0.00635104,0.0116592,0.0233184
55571.417005,0.00561798,0.00308989,0.00427252,0.00646651,0.0121076,0.0242152
55572.497645,-0.000280899,0.00290262,0.0167436,0.00646651,0.00493274,0.0251121
55573.419345,0.00234082,0.00355805,0.0105081,0.0073903,0.00762332,0.0278027
55574.309295,0.00533708,0.00411985,0.0127021,0.00854503,-0.0121076,0.0309417
55575.294910,0.00346442,0.00411985,-0.00034642,0.00877598,-0.0152466,0.0345291
55576.248800,0.00337079,0.00355805,0.00242494,0.00762125,-0.0179372,0.0304933
55577.202665,0.00664794,0.00458801,-0.00404157,0.0091224,0.00044843,0.038565
55578.188435,0.00898876,0.00402622,0.0158199,0.00889145,-0.0165919,0.035426
55579.174040,0.0115169,0.00486891,0.0181293,0.01097,-0.0304933,0.041704
55580.159555,0.00299625,0.00374532,-0.000692841,0.0091224,0.0219731,0.0394619
55581.144890,0.00337079,0.00561798,0.000461894,0.0103926,0.0336323,0.0403587
55582.098575,0.00496255,0.00505618,0.000692841,0.0101617,-0.0556054,0.0367713
55583.974120,-0.00262172,0.0108614,-0.0095843,0.0254042,-0.0147982,0.096861
55584.514555,-0.00365169,0.00411985,0.00866051,0.0106236,0.00852018,0.041704
55585.483910,-0.00271536,0.00692884,0.00819861,0.0133949,0.0233184,0.0569507
55586.485400,0.00683521,0.00561798,0.0138568,0.0102771,-0.000896861,0.0363229
55587.502430,0.00262172,0.00458801,0.00612009,0.0095843,-0.0363229,0.0358744
55588.519510,0.00327715,0.00411985,0.0154734,0.0102771,0.0116592,0.0403587
55589.504865,0.00552434,0.00514981,0.013164,0.0112009,-0.0174888,0.0426009
55590.489860,0.0132959,0.00627341,0.00369515,0.0116628,-0.00044843,0.041704
55591.506520,0.0113296,0.00552434,0.0123557,0.0105081,0.0304933,0.0403587
55592.522940,0.00299625,0.00449438,-0.00438799,0.00969977,-0.0493274,0.0376682
55593.507630,-0.00149813,0.00449438,0.00993072,0.00969977,-0.00044843,0.038565
55594.492205,0.00683521,0.00449438,-0.00254042,0.00866051,-0.0197309,0.0318386
55595.508420,0.00514981,0.00421348,0.00623557,0.00877598,0.0313901,0.0349776
55596.143490,0.0108614,0.00543071,0.00150115,0.0115473,-0.000896861,0.0421525
55598.842105,0.00262172,0.00411985,-0.00900693,0.00935335,0.00179372,0.0340807
55599.508705,0.00280899,0.00224719,0.00969977,0.00508083,0.0103139,0.0188341
55600.524165,0.00196629,0.00262172,0.00230947,0.00531178,-0.00672646,0.0201794
55601.508520,0,0.00215356,-0.00207852,0.00473441,0.0161435,0.0174888
55602.492595,0.00505618,0.00234082,0.0101617,0.00484988,-0.0358744,0.0170404
55603.508800,0.000374532,0.00234082,0.00704388,0.00496536,-0.0201794,0.0170404
55604.493260,0.00271536,0.00252809,0.00508083,0.00508083,-0.0112108,0.0183857
55605.477835,-0.000655431,0.00234082,0.0051963,0.00508083,-0.00224215,0.0188341
55606.494210,0.000468165,0.00243446,-0.000923788,0.0051963,0.000896861,0.0192825
55607.510705,0.00496255,0.00243446,0.00473441,0.00496536,-0.038565,0.0183857
55608.495520,-0.000374532,0.00262172,0.00842956,0.00588915,0.0139013,0.0206278
55609.480260,-0.00102996,0.00262172,0.00242494,0.00542725,-0.00852018,0.0188341
55610.496745,-0.000749064,0.00271536,0.00381062,0.00531178,-0.0242152,0.0197309
55611.513265,0.00252809,0.00252809,0.00034642,0.00496536,-0.0390135,0.0188341
55612.498215,0.00430712,0.00271536,-0.00184758,0.00531178,-0.0103139,0.0197309
55613.483190,0.00196629,0.00262172,-0.002194,0.00508083,0.0206278,0.0197309
55614.499980,-0.00187266,0.00243446,-0.00242494,0.00554273,-0.0044843,0.0201794
55615.326130,-0.00102996,0.00571161,0.0152425,0.0142032,-0.00179372,0.0547085
55616.597500,0.0105805,0.00983146,-0.002194,0.0176674,-0.0278027,0.0726457
55617.709350,-0.00102996,0.00421348,-0.00415704,0.00946882,-0.00044843,0.0390135
55618.428635,0.00196629,0.00280899,0.00277136,0.00600462,-0.0278027,0.02287
55621.679040,0.00486891,0.0082397,0.0303695,0.0285219,0.0959641,0.11435
55622.696060,0.0100187,0.0155431,-0.0017321,0.0255196,0.0838565,0.0955157
55623.681315,0.007397,0.0116105,0.0204388,0.026097,-0.0753363,0.108072
55624.730520,-0.00205993,0.00805243,-0.017321,0.0178984,0.0865471,0.0820628
55625.684280,0.00524345,0.00636704,-0.00184758,0.0143187,-0.0479821,0.0641256
55626.701610,-0.00477528,0.00683521,-0.00438799,0.0146651,0.000896861,0.0609865
55627.722460,0.00280899,0.00337079,0.000923788,0.00727483,-0.0147982,0.0278027
55628.485200,-0.000280899,0.00243446,0.000808314,0.00508083,-0.00269058,0.0188341
55629.502440,-0.000749064,0.00243446,0.000577367,0.00531178,-0.0206278,0.0192825
55630.519795,-0.000561798,0.00234082,0.00473441,0.00542725,0.00044843,0.0188341
55631.505385,9.3633e-05,0.00252809,-0.00381062,0.00542725,-0.0134529,0.0206278
55632.490730,-0.0011236,0.00252809,-0.00381062,0.00531178,0.0179372,0.0201794
55633.507820,0.00121723,0.00234082,0.00600462,0.00542725,-0.00134529,0.0201794
55634.461305,0.00234082,0.00262172,0.00715935,0.00577367,-0.00493274,0.0210762
55635.446545,0.00187266,0.00262172,0.00103926,0.00554273,0.00538117,0.0206278
55636.431655,0.000561798,0.00280899,0.00496536,0.00623557,-0.00224215,0.0224215
55637.448520,0.000561798,0.00262172,-0.00034642,0.00577367,-0.00538117,0.0224215
55638.433885,9.3633e-05,0.00280899,0.00230947,0.00600462,-0.0210762,0.0224215
55639.419715,-0.000280899,0.00262172,-0.00323326,0.00577367,0.00852018,0.0224215
55640.501015,-0.000842697,0.00262172,0.0017321,0.0056582,-0.0242152,0.02287
55641.518665,-0.00168539,0.00271536,0.002194,0.00623557,-0.0134529,0.0237668
55642.504475,0.000561798,0.00299625,-0.00461894,0.00635104,0.0215247,0.0251121
55643.490255,0.00140449,0.00308989,-0.00508083,0.00658199,-0.0206278,0.026009
55644.507765,0.00102996,0.00290262,-0.002194,0.00692841,-0.0215247,0.0269058
55645.493415,-0.00543071,0.00365169,0.00138568,0.0091224,0.0152466,0.0372197
55646.479025,-0.000374532,0.00374532,-0.00427252,0.00796767,-0.0112108,0.0318386
55647.496360,-0.00177903,0.00393258,-0.00300231,0.00935335,-0.00134529,0.038565
55648.513540,0.000561798,0.00402622,0.00196305,0.00993072,-0.0251121,0.038565
55649.498745,0.00121723,0.00468165,-0.00300231,0.0112009,0.0282511,0.0497758
55650.484165,0.00168539,0.00430712,0.0123557,0.00969977,-0.0116592,0.0349776
55651.501235,0.00580524,0.00468165,-0.00415704,0.00993072,0.0210762,0.0408072
55652.041480,-0.00524345,0.011236,0.0266744,0.0257506,0.174888,0.108969
55653.884730,0.00411985,0.00561798,-0.00404157,0.0105081,-0.0847534,0.0390135
55654.488540,0.00636704,0.00411985,-0.00196305,0.00866051,0.00762332,0.0331839
55655.886715,0.00131086,0.00477528,0.00554273,0.00969977,0.0834081,0.0434978
55656.839890,0.00758427,0.00486891,0.0132794,0.0101617,-0.0147982,0.0390135
55657.793005,0.00205993,0.00683521,-0.00265589,0.0139723,-0.0237668,0.0511211
55658.809645,-0.00159176,0.00543071,0.0137413,0.0124711,-0.0309417,0.044843
55659.826080,0.00346442,0.00486891,0.00438799,0.0102771,-0.0112108,0.0390135
55660.778765,0,0.00449438,0.00369515,0.0108545,0.0058296,0.0394619
55661.794905,-0.00346442,0.00411985,0.0155889,0.0106236,-0.0156951,0.0399103
55662.652215,-0.00234082,0.0090824,0.00623557,0.0198614,-0.0834081,0.0690583
55664.715635,-0.00187266,0.00440075,0.00323326,0.0100462,0.0286996,0.0390135
55665.731245,0,0.00355805,-0.00381062,0.00819861,-0.0627803,0.0318386
55666.778330,0.00234082,0.00346442,-0.00554273,0.00750577,-0.00941704,0.0286996
55667.508025,0.00140449,0.00271536,-0.00311778,0.00600462,0.000896861,0.02287
55668.523150,-0.000655431,0.00262172,-0.00715935,0.00542725,-0.0044843,0.0210762
55669.506420,0.00093633,0.00252809,-0.00623557,0.00542725,-0.035426,0.0206278
55670.489640,0.000280899,0.00224719,-0.00796767,0.00508083,0.00358744,0.0188341
55671.504575,0.000187266,0.00224719,-0.000808314,0.00473441,-0.0112108,0.0174888
55672.487865,-0.00252809,0.00224719,0.01097,0.0051963,-0.0121076,0.0188341
55673.502990,0.000374532,0.00299625,0.00854503,0.00635104,0.0143498,0.02287
55674.486470,0.00543071,0.00262172,0.00612009,0.00542725,0.00941704,0.0192825
55675.279600,0.0151685,0.00505618,0.0185912,0.0101617,0.00762332,0.0345291
55676.834285,0.0455993,0.00777154,0.113741,0.0137413,0.126457,0.0390135
55677.691035,0.0216292,0.00383895,0.0528868,0.00750577,0.0641256,0.0242152
55678.484405,0.0320225,0.00411985,0.0725173,0.00762125,0.0578475,0.02287
55679.499910,0.036985,0.00393258,0.0803695,0.00715935,0.0766816,0.0215247
55680.515350,0.0650749,0.00533708,0.121016,0.00900693,0.0757848,0.0242152
55681.499085,0.0507491,0.00449438,0.156467,0.00877598,0.164574,0.0242152
55682.482895,0.0692884,0.00468165,0.183834,0.00866051,0.190135,0.0246637
55683.498455,0.120412,0.00589888,0.296998,0.0106236,0.389686,0.0282511
55684.672665,0.147753,0.00730337,0.356813,0.0128176,0.402691,0.0313901
55685.624695,0.164232,0.00749064,0.432679,0.013164,0.588789,0.0340807
55686.513280,0.115543,0.0132022,0.360393,0.0281755,0.383857,0.0762332
55687.631310,0.105712,0.0100187,0.400115,0.0211316,0.54843,0.0573991
